experiment_id,city_id,coefficient_28,coefficient_special,score_28,score_special,score_total
template_only,city_9,0.9628810090907516,0.9603056242202592,19.25762018181503,4.801528121101296,24.059148302916327
template_only,city_10,0.9746356159314367,0.9819128860991444,19.492712318628733,4.909564430495722,24.402276749124454
ridge_only,city_1,0.7392213082836929,0.8355152570967,14.784426165673858,4.1775762854835,18.96200245115736
ridge_only,city_2,0.9359715437666064,0.9230872743184759,18.71943087533213,4.61543637159238,23.33486724692451
ridge_only,city_3,0.9110516447970585,0.8828514865198522,18.22103289594117,4.414257432599261,22.63529032854043
ridge_only,city_4,0.9222572746426488,0.954481807925161,18.445145492852976,4.772409039625805,23.217554532478783
ridge_only,city_5,0.9551766793363655,0.9497685847428351,19.10353358672731,4.748842923714175,23.852376510441484
ridge_only,city_6,0.9007282729233953,0.8475713913325527,18.014565458467906,4.237856956662763,22.25242241513067
ridge_only,city_7,0.8844363026623541,0.8239303295556144,17.68872605324708,4.119651647778072,21.80837770102515
ridge_only,city_8,0.9483192538342773,0.9313781880711562,18.966385076685548,4.656890940355781,23.623276017041327
ridge_only,city_9,0.8822626104893805,0.9129338544473445,17.64525220978761,4.564669272236722,22.209921482024335
ridge_only,city_10,0.8324412381541525,0.9125440467056465,16.64882476308305,4.562720233528232,21.21154499661128
